"id"	"ta_meaning"
"83300"	"மற்றுக்கூடாவின் சூச்சொல்லில் செல்வத்தை பறிக்கும் என்பதைக் குறிக்கும்."
"83301"	"வாஸேட்டஹ், தெய்வீகமானவர், சிறந்தது என்பது குறிப்பிடப்பட்டுள்ளது."
"83302"	"பரிப்பாஜகவாக், மகிழ்ச்சியாக உள்ள நபர், பரிப்பாஜகவாக், மஜ்ஜிம நிகாயத்திற்காக 8வது அத்தியாயத்திற்கு உடன்பட்ட பேர், யாத்திரிகன் என்று அழைக்கப்படுகிறது."
"83303"	"அவன் பார்த்தவுடன்; பார்வையின் (தகவலுக்கு); உடனடி; அளவாக பார்க்கும் போது."
"83304"	"வகுப்பு; துண்டு; விளம்பரம் ஒன்றாக வைத்தல்"
"83305"	"கொடி எண்ணெய்; கொடிகொரு பொருள்; வெளிப்படையாக கொடிகொரு பொருள்"
"83306"	"கூட்டு ஆனவன்; ஒரே இடத்தில் சேர்த்து கொண்டவன்; ஒரு வகையை உருவாக்கியவன்; அர்த்தம் ஒரு பகுதியை உருவாக்கியவன்"
"83307"	"பழைய, பழையவைத்த, பழைய நிகழ்ந்த"
"83308"	"எழுத்தால் முடிக்கப்பட்டது; முடித்து விட்டது"
"83309"	"செலவு மற்றும் பேரிடர்களை அனுபவிக்கின்றது; துரதிர்ஷ்டம் மற்றும் அழிவை எதிர்கொள்கின்றது"
"83310"	"என் இன்பதினை ஏற்றிய சினத்தின் அடிப்படையில் உள்ள முழுமையான தார்மிகமான கவிதை, கலையை உணர்ந்தது; கிழவனின் ஒலி மற்றும் சிறந்த காய்ச்சல்கள்."
"83311"	"மகாநிற்கர்மத்துக்களவியாதி வரிசை, மகா வலி மற்றும் நிதியோடு புனிதமான துக்கங்களின் ஒடுங்குதல், மற்றும் தேவை வாய்ந்த உரை"
"83312"	"பூமியின்மையினால், தோட்டத்தினை, தேனுக்கு உரிய உருண்டை மற்றும் இரண்டு வகையான சிந்தனைகள்"
"83313"	"எண்பதிப்பதில் ஒரு தாராளமானப் பேச்சு; தம் ஐந்து அடையாளங்களின் விவரிப்பு"
"83314"	"சட்ட நடவடிக்கைகளைத் தொடங்குகிறது; சட்ட நடவடிக்கையை தூண்டுகிறது; விசாரணையை உருவாக்குகிறது (எதிராக)"
"83315"	"சுருக்கமான உரை; சுருக்கமுடைய உரை; தலைப்புப் பாடம்"
"83316"	"செய்து விடு; உன்னைச் செலுத்து (க்கு); யோகம் செய்கிறார்"
"83318"	"பெருக்கத்தின் ஆறுகள்; வெள்ளமாகிய ஆறு; நேராகப் பெரிய ஆறு"
"83319"	"கம்பங்களைத் த நிலைமையில் இடம் பெற்ற நெடுக ஒளி."
"83320"	"முந்தைய காலம்; கடந்த கடந்த காலம்; மறந்த காலம்"
"83321"	"தா்கு, சாந்தி குறித்து விவாதத்தை முடிக்கும்"
"83322"	"மாணிகக்கலுக்குசூடுபாடு மற்றும் ஆரித்த பரிசு தொடர்பாக; உருப்பொருள் மாயிலியாபக்குண மற்றும் ஆரித்த."
"83324"	"காணப்பட்டது; காட்டப்பட்டது (இல்); குறிப்பிடத்தக்கது காண வேண்டும்"
"83325"	"திரும்பிய, மீண்டும் வந்த, எழுத்தில் மீண்டும் வரும்படி"
"83326"	"ஆவணங்கள் வழங்கும்; கூறுதல்"
"83327"	"உகந்த உணவு; உராக அமைந்து உணவகம்"
"83328"	"ஒரு இலட்சம் இருக்கைகள்"
"83329"	"சலவாய், சுடர்க்கண், தனியொருவன், கதிரவன்"
"83330"	"(எதிரொலிகளுக்கான ஒரு இடம், நீர், וכו.) தயார் செய்யப்பட்ட; நிறுவப்பட்ட; செல்லப் போகப்பட்டது; ஆயத்தமாக்கப்பட்டது; வாழ்க்கையில் அறிவிக்கப்பட்டது"
"83331"	"அதிகமாக, மிக்க, அதிகமாக, மிகவும்"
"83332"	"மூல உரையின் ஒழுங்கு; தத்துவ உரையின் வரிசை"
"83333"	"விடைவிடாமல், புறக்கணிக்காமல், (பேச்சு) உரையாடல் குறிப்புகளை விட்டுவிடாமல், சொற்பொழிவு நிலையை விட்டுவிடாமல்"
"83334"	"எண்ணிக் கூறுவது, புண்ணனின் உரை"
"83335"	"முட்டாளின் சிறந்தது மற்றும் புதியது தொடர்பாக, பொதுவாக மொளியபொகுணா மற்றும் ஆரிட்டோ."
"83336"	"மனிதர்களின் அறிவுக் காடுகளுக்குச் சுற்றுப்பயணம் செய்யும் வழிமுறையைப் பற்றியது; மின்விளக்கில்லாத அண்டத்தில் செங்குத்துப் நிலம்"
"83337"	"நவாபசுத்தத்திற்கான விவரத்தில்; செய்தல்."
"83338"	"எண்ணிக்கை, பருத்தி மாந்திரி, மகா யானை"
"83339"	"பெரிய யானை; வலிமைமிக்க யானை"
"83340"	"எண்ணுங்கள், கிண்ணம், மிக தங்கம், பொங்கே, பின்கண், அளவே, மணம், பிடிக்க வேண்டும், பழகு, பிடித்தது, உவமை, நிலையாகவும், சேதராக்க, மண், அவை."
"83341"	"சிறப்புக்கள் மற்றும் குறைகள் அடிப்படையில் எண்ணிக்கை"
"83342"	"செய்கிறது; கட்டுகிறது; உருவாக்குகிறது; உண்மையில் அளவைச் செய்யச் செய்கிறது"
"83343"	"(ஜானா பற்றி) ஐந்து வகை எண்ணிக்கை"
"83344"	"நன்மை தரும்; பயனுள்ளதாக; பொருள் வாய்ந்த; சொல்லின் அர்த்தமா, நன்மையுடன் தொடர்பான"
"83345"	"சுவையுள்ள; ருசியான; உண்மையில் பல சுவைகள் உள்ள"
"83346"	"வெப்பமான, சூடான, எரியுமாறு"
"83347"	"சீஹநாடவగ్గம், மஜ்ஜீமநிகாயம் (எம்.என்.10-20) அத்தியாயம் 2க்கு மேற்கோளாக; அசலாக சிங்கத்தின் குரல்"
"83348"	"உச்சி, சுருதி, குரல், கழுப்பி, தெரணம்"
"83349"	"மஹாயமகவாக்கின், பிரிவு 4, மஜ்ஜிம நிகாயத் (எம்.என் 31-40) பற்றிய; பரவாக கணவாய்"
"83350"	"நன்கொண்டு முழுவதும் நிரப்பியிருக்கின்றது; விளக்கமாக, நீரும் சேர்க்கப்பட்ட நிலை"
"83351"	"பழிதுறந்த நிலை; முழுவதும் பரவி உள்ள நிலை; விளக்கமாகப் பரவிய நிலை"
"83352"	"கழின்மை கொண்ட,காமுதிரை இருந்த, மாசுபட்ட வெளிச்சம்,  மாசுபட்ட பிரகாசம்"
"83353"	"இப்போது அவன்; உடனே அவன்"
"83354"	"உண்மையாக; உறுதியுடன்; உண்மையிலே; கற்சிதையாக"
"83355"	"மிகவும் கனமான சுமையை சுமக்கும்; தயங்காமல், மிகைப்படுத்தப்பட்ட சுமையை ஏற்றி."
"83356"	"எற்றையன், மண் மண்டபம் காடு"
"83357"	"செல்வதற்கு, சுற்றி எடுப்பதற்காக"
"83358"	"படித்துணர்வு, அறிவுத்திறனான"
"83359"	"மக்கள், மீனவர், குதிரை நகரம், கூந்தலில்லாத பக்தர்."
"83360"	"எண்ணிக்கை 36 மகாசச்சக் சுத்தத் மற்றும் 37 சுண்டத்தண்ஹாசங்கநியானம் பற்றிய பரிந்துரை; பிற்படுத்துவது என்பது முகத்தின் நிறத்தை வழங்குவது மற்றும் இந்தா"
"83362"	"காடு தீ; குடிசை தீ"
"83365"	"அன்னார்கள், ஆராய்ந்தவர்கள், விசாரிக்காதவர்கள், பிணக்காரர்கள்"
"83366"	"கோசம்பி, எமால், சென்னை, தியேட்டர், அமைதி"
"83367"	"அவர், புலவர், சொற்கவேந்தன், முனிவர், தத்துவஞானி, பயன்படுத்தப்படும் ஆரியர், ஞானி, ஆத்மவாதி, தீமையுள்ளவர், மதமானவர், பக்தன், சித்தாந்த வாதி."
"83368"	"முன் வைக்கும்"
"83369"	"மாண்புமிகு சொல்; மரியாதையின் வெளிப்பாடு"
"83370"	"முழுமையாக உருவான, சரியாக வளர்ந்த, நிறைவேற்றப்பட்ட அங்கமும் சிறிய அங்கங்களும்"
"83371"	"பேடு பூச்சி; சிமெக்ஸ்"
"83373"	"குற்றியின் போது; விளையாட்டு நேரம்"
"83374"	"விளையாடுதல்; மகிழ்ச்சி"
"83375"	"குறைந்த வயது; அழகிய வயது; விரும்பப்படும் வயது"
"83376"	"மனைவியை ஆதரிப்பது; குடும்பத்தை கவனிப்பது"
"83377"	"வழிமுறை எடுத்துக்கொண்ட பிறகு; உரூஇடம் கொண்ட பிறகு"
"83378"	"சமதுவமை; ஈடுப்படாமை; பங்கேற்பின்மை; வரிப் பொருள் எடுத்தால், மத்தியில் இருப்பது"
"83379"	"தியானம்; மன நிலை; அடிக்கடி உருவாக்குதல்"
"83380"	"குவர் உயிரின் கொடிகையை அறிவிக்கும் ஆரவாரம்; தள்ளுப்பிடிக்கும் சத்தம்"
"83381"	"கற்பிக்கப்பட்ட; விளக்கப்பட்டது ( மூலம் ); சம்பவமாக பார்க்கச் செய்த"
"83382"	"எண்ணம், ஆசை, குகை, குற்றம், காமசுத்தம், குகாட்டகசுத்தம், குற்றத்திருத்தம்; உண்மையில் உளவியல் ஆசை, குகையால் எட்டு, குலையுமாகிய குற்றம்"
"83383"	"உடலைக் கொண்டு; உடல் உள்ள"
"83384"	"மூலமான, காரணமான"
"83385"	"உரிமையூட்டும்; ஆசை உருவாக்கும்; லோഭத்தை ஏற்படுத்தும்; வெளிப்படையாக, ஆசைக்குத் தயாராக செய்யும்"
"83386"	"புதிய போல் பன்றி பிடிக்கும்; தா. புதிய மூடிய"
"83387"	"மேலாளர்; பெண்மணி; உடலின் உரிமையாளரின் மனைவி"
"83388"	"கம்பி எடுத்து கொண்ட,"
"83389"	"கைமேரில் வைத்த, வைத்து இருக்கும், எடுத்துச் செல்லும், அகச்சிவப்பு பாம்மணி தொடர்பான"
"83390"	"எழுத்துக்களால் தொடர்பு கொள்ளப்பட்ட; ஒலியினால் வெளியேற்றப்பட்ட"
"83391"	"கேள்விக்கப்பட்ட, தெரியப்படுத்தப்பட்ட, தொடர்பு கொடுக்கப்பட்ட, ஒருங்கிணைக்கப்பட்ட"
"83392"	"வலுவான ஒப்பீடுகளில் இருக்கும்; நேரடியாக ஒப்பீடுகளில் ஈர்க்கப்பட்ட"
"83393"	"உதாரணம்; உபமா; எழுத்தில் அருகிலுள்ள அளவீடு"
"83394"	"அவுன், பாணி, விருப்பம், கைகளின் மாலை"
"83395"	"(இலக்கணம்) நிக்கஹீத எலிசியன்; ஆழ்த் தந்த ṃ எழுத்தின் வெட்டி."
"83396"	"மிகவும் புத்திசாலியாக, பெரும் புரிதல் கொண்ட, பெருமக்ஷ்மையுடைய"
"83397"	"அறிவின் பரமசேதத்தை அகற்றி போக்கும்; உண்மையில் பெரிய இருளைத் துளிக்கும்"
"83398"	"அறிவு மசு; மடிதொற்று ஆன ஆன்மீக குருட்டுத்தனம்; வெளிப்படையாக பெரிய கருமம்"
"83399"	"ச்சத்தியமான உச்சத்தேதிகள்"
"83400"	"உண்மையின் சுவை; நிவானத்தின் ருசி"
"83401"	"(இலக்கணம்) மூக்கு ஒத்தியை; நிர்மலனம்; எழுத்து ṃ; விள.: பின்னணி சைப்பு"
"83402"	"(இலக்கணம்) நிக்஘ீட உருபம்; ṃ எழுத்தின் வெட்டுதல்"
"83403"	"பேசுகிறார்; விவாதிக்கிறார்"
"83404"	"பேசப்படும்; விவாதப்படும்; சொல்வதனால் குறிப்பிடப்படும்"
"83405"	"சேகரிக்கிறது; ஒன்றுகூடுகிறது; சேர்க்கிறது; மொத்தமாகக் கூட்டுகிறது"
"83464"	"கட்டுவதற்கு; உருவாக்குவதற்கு; (எதுவை) செய்யச் செய்ய வேண்டும் (க்காக); உண்மையில் செய்யச் செய்வதற்கு"
"83471"	"கீழ்நோக்கிவிடுகிறது; மாற்றுகிறது; உண்மையில் கீழ்நோக்கிவிடுகிறது"
"83484"	"கோலக்கொண்டு, கத்தல் மீன், நீர் கண்ட பணி"
"83485"	"கையிருப்பு விசிறி; விசிறி; முறையாக கையிருப்பு தண்டு"
"83490"	"ஏற்றிய பிறகு; (ஏதாவது ஒன்றை) கொடுத்த பிறகு; (மரபு) ஏறிய பிறகு"
"83497"	"மீளுரையின், பசுக்காலி"
"83498"	"வறுத்த பிறகு; மெல்ல உண்ட பிறகு"
"83535"	"அது கண்டிப்பாக உள்ளது!; உண்மையில் அது உள்ளது!"
"83539"	"கழுத்துடன் தொடர்புடைய"
"83544"	"வெண்டையுண்டி"
"83556"	"மூதுகளுக்கான தலையிடல்; ஒளி குறிப்பாக,த் தலையிடும் மூதுக்கள்"
"83564"	"கம்மை, கண்ணிகை, நேராக மடிக்கப்பட்டவை"
"83565"	"சல்லாடு; தடுப்பது; மணல் அரிக்குதல்"
"83570"	"ப்ளாஸ்டரான, வர்ணிக்கப்பட்ட, வெள்ளைப் பூசின, (வணிகம்) வெளியில் ப்ளாஸ்டரான, வசனமாக கீழே தடவின"
"83574"	"தீர்வுசெய்திருக்கவில்லை; தீர்மானித்திருக்கவில்லை (அஅ); எழுந்திருக்கவில்லை"
"83605"	"கண்ணாடி; கதவின் துணை"
"83607"	"சிறிய தூளுக்கೋலம்"
"83609"	"மண்சரிகைகள், பேருக்கைகள், உள்ளிட்டவற்றை அனுமதிப்பது; மணிலோட்டங்கள், உள்ளிட்டவற்றை அனுமதிப்பது."
"83636"	"கூழ்; ஒட்டகம்; குறைந்தது பிசைந்த"
"83637"	"அடிப்படைத்துணிச்சல்; தேன் கொண்ட எண்ணெயில் கரிந்தது"
"83638"	"மமி; 蜂蜜; திராட்சைச்சீரகம்"
"83640"	"கரடிக்காய்; மண்ணின் கரடிக்காய்"
"83645"	"சுவர்"
"83669"	"லாடை செய்த, மண் மற்றும் கட்டுமண் பாசமான"
"83676"	"கணவன்"
"83677"	"அணி உணவு; கூடுதல்; அச்சி பாகம்"
"83687"	"கட்டிடம் வேலைக்கு செவிலியிடம் விடுவிப்பது; கட்டுமான பழுது தொழிலுக்கு பொறுப்பேற்கிறது"
"83693"	"இடத்தை ஆவணமாகக் காப்பாற்றுதல்; வார்த்தையாகவே, இடத்தை மறுத்தல்"
"83705"	"குடியிருப்பின் மேலாளர்; வசதியை ஒதுக்கும் பேர்"
"83725"	"கிடைக்கவோ, மாற்ற முடியவோ, உவப்பிட முடியவோ, கைவிடப்பட வேண்டியதாக இல்லை"
"83730"	"(வேலைக்கு) பொறுப்பாக வகுப்பது வேண்டும்; பொறுப்பு ஒதுக்கப்பட வேண்டும்; ஒளிபரப்பப்பட வேண்டும்"
"83741"	"சிற்றுவசக செயல்களை ஒதுக்கும்; கட்டுமானத்திற்கு பொறுப்பில் வைக்கின்றது"
"83742"	"(வேலைக்குறித்து) பொருத்திக்கொடுக்கிறது; பொறுப்பில் வைக்கும்; மினாவாக வழங்குகிறது"
"83744"	"முதுகுப்பெட்டி ஆதரவளிக்கிறது"
"83758"	"மாற்றுவதற்கு; பரிமாறுவதற்கு; நடுவில் திருப்புவதற்காக"
"83779"	"சலையிலிருந்து செய்யப்பட்ட; சலை-"
"83781"	"சீவகட்டி; சிவப்பு ஓகிரே; பரமாலேயிலுள்ள"
"83783"	"மிகப்பெரிய, மகத்தான, விரிவான"
"83785"	"மீண்டும் ஒரு சமயத்தின் உள்ளவர்; மற்றொரு மதத்தினரின் பின்தொடர்பவர்; அடிப்படையில் கடலுக்கு செல்லும் இடம்"
"83801"	"பணிய்கொண்டுவர வேண்டும் (சாதனை), களியன்மு காலமாவரும்; விசங்கொடுக்கும் (களஞ்சியத்திற்கோ அல்லது கொள்முதல் கேனிக்கு) கொண்டு வருவது; முற்பொருளாகக் கொண்டு செல்லப்பட வேண்டும்."
"83816"	"இதே போல வகைப்படுத்தப்பட்டு, தெரிந்தவையாகுமாறு; வெளிப்படுத்துதல்; நேரடியாக மகிழ்ச்சியூட்டும்."
"83821"	"கனியம்"
"83825"	"கொலைக்காரன்; பயங்கரமானவன்"
"83826"	"அம்பு வேலையாளர்; வட்டம் உடையவர்; அச்சில் கழிக்கையாளர்"
"83827"	"கொண்ட கொல்லும் எண்ணம்; கொல்லும் எண்ணத்துடன்; உயிரிழக்கும் மனதுடன்"
"83829"	"கட்டுகள்; இலைகள்; துண்டுகள்"
"83831"	"மனுச்கொலைக்காரன்; மனிதர்களை கொல்லும் மிருகம்"
"83836"	"வாலுடைய, வால்கொண்டு, வால்பேறு"
"83838"	"பிரீக்கிய, எழும்பிய, மினுக்கிய"
"83839"	"அவனை வெறுமனே நீங்க விகாரப்படுத்துகிறான்; அவனைச்சே தவிர அவன் சுருந்நைச்ச மாறுபட்டிருக்கிறான்; அவனை தாக்குவதால், உருப்பெற்றது."
"83846"	"மேலாண்மை அமைத்து; பொறுப்பூட்டி; விளக்கமாக, அளிக்கும்"
"83860"	"மாற்றும், மாற்றி நிறுத்தும், வடிவம் மாறும்"
"83861"	"மஹா யானை; பெரிய காளை யானை"
"83865"	"இவாறு அவனுக்காக அவைகள்"
"83867"	"செய்யாத, செயற்படாத"
"83874"	"உள்ளடக்கம் செய்யாமல், மறைப்பதில்லாமல், विकारமில்லாமல், சரியாக வைக்காமல்"
"83928"	"பானை; குறியாகக் குறிப்பிட்டால், கழிப்பறை "
"83935"	"(தலைக்கு) மூடிய; மறைக்கப்பட்ட; நடுவில் சுருளாகப் போட்டு; வழி பொருத்தமாக மடக்கப்பட்ட"
"83940"	"வெள்ளம்; குடி வெள்ளம்; ஆ喝ப்படுவதை குறிக்கும்"
"83946"	"சுருக்கம் அடிக்கப்பட்டது; உயர்த்தப்பட்டது"
"83952"	"உபதேசகர்; ஆசிரியர்; வழிகாட்டி"
"83954"	"ஒன்றுபட்டது அல்ல; தொகுக்கப்படாதது; தானாகவே ஒரே இடமாக இருக்காதது"
"83960"	"இப்பண்பாட்டிலும் கற்றலும் உள்ள எட்டு அசரட்டல்கள்"
"83963"	"சரியான, തെറ്റான; சட்டப்பூர்வமான, சட்டவிரோதமான; சட்டப்படி விதிக்கையுடைய, சட்டப்படி விதிக்கையுடைய இல்லை"
"83965"	"மீடுக்கிறது; வெள்ளையம் எடுக்கிறது"
"83967"	"பின்னெடுங்கள்; சொற்பொழிவில், மீண்டும் எடுக்கப்படுவது"
"83972"	"திரும்ப விலக்கிவருகிறது; முற்றிலும் திருப்பி எடுத்தல்"
"83975"	"சட்ட முரணுக்குப் பற்றியதாக, எழுப்புவதற்கு; எடுத்துக்கொள்ளுவதற்கு; அனைத்துப் பொருளாக எடுத்துக்கொள்ள."
"83983"	"மிஞ்சுவது, அடைக்க முடியாதது, முக்கடையாதது, அடிபணியாதது"
"83985"	"எண்பது (8)"
"83986"	"பங்கால் சார்ந்த, ஒரு பகுதியைப் பற்றி"
"83997"	"(ஒரு பெண்ணின்) இதழ்; இடைகள்"
"83999"	"கைவிடப்பட்ட, ரத்து செய்யப்பட்ட, இடைக்காலமாக நிறுத்தப்பட்ட, அடியில் நிலை நிறுத்தப்பட்டது"
"84004"	"சுழியுங்கள்; உடலை வளைப்பதற்கு காரணமாகிறது"
"84007"	"முகம், கைபின், கால் மேல்"
"84011"	"புதிதாகும் மற்றும் எவ்விதமுள்ள காய்கறிகள்"
"84012"	"புதிய காய்கறிகள்"
"84013"	"செய்நිறவுக்காய்கறிகள்"
"84017"	"முந்தைய காலப் போட்டியாளர்; (அறிவியல்) முந்தைய காலப் போட்டியாளியின் மனைவி"
"84018"	"இலங்கையாளர், அதிர்ஷ்டம், மல்லர் மனைவி"
"84021"	"சீத்தப்படுகிறது; அடுப்பண் தடவப்படுகிறது (வழி)"
"84024"	"கேசமுடி உடைய பெண்; கழுத்து பூசப்பட்ட பெண்; இணைபானம்; உச்சமான; முனாப்புகு"
"84026"	"இனியர், அரசனுடைய பணியில் உள்ள பெண்; நிலவரமாக, ஆதரிக்கப்படும் ஒருவர்"
"84030"	"அணுக்கப்பட்ட; குறைசொல்லப்பட்ட; வெளிப்படுத்தப்பட்ட"
"84045"	"சிகிச்சை; மருந்து; குணமளிப்பு; பரப்பினைச் செய்யுதல்"
"84057"	"செல்லச் சொல்லி, கூறிய பிறகு, விவரித்து, அறிவித்த பிறகு"
"84064"	"அழிதுபோகிய மற்றும் மெலிந்த கட்டிடங்களை பழுதுபார்க்கும்; சேதமடைந்த மற்றும் திருக்கொல்லை பெற்றவற்றை சரிசெய்யும்"
"84065"	"சிறு மற்றும் இம்முறைகளின் பயிற்சி விதிகளுக்கான உரையாடல்"
"84079"	"(இரண்டாவது சபை) (எழு நூறு) (பிக்ங்கள்); அச்சு இளைத்த ஜென்மியின் அடிப்படையில் எழு நூறு உள்ளடக்கிய"
"84080"	"தீவிரமான, பரிதாபமான, குறைவேண்டிய, திருப்தியற்ற, சோர்வான, மனவளா, மகிழ்ச்சியற்ற, வேதனைப்பட்ட, சராசரியாக கெட்ட மன நிலையாம்"
"84096"	"பால் நிலை; நீ பால் நிலை"
"84097"	"தயிர் இருப்பதற்கான நிலை; நேரடியாக, தயிரின் நிலை"
"84104"	"உரிமை பிரச்சனை உருவாக்குபவர்; பதி. எடுப்பவர்"
"84120"	"சட்ட நடவடிக்கையை தனிப்பட்ட முறையில் மேற்கொள்ள தேவையான காரணிகள்"
"84152"	"இலைகள்; கிளைகள்"
"84162"	"எதனாவது நிறுவப்பட்டதற்கான உண்மை; விள년에 எதிர்நோக்கி நிலை"
"84227"	"அகித்து செயல்பாடு"
"84233"	"அஸ்தி, மருந்து மற்றும் குடி"
"84239"	"சிறு, மெல்லிய"
"84252"	"இரு ஆயிரம் யோஜனங்கள்; சுமார் நாற்பது ஆயிரம் கிலோமீட்டர்கள்"
"84253"	"சிறந்த உணவுடன்; நன்றாக உண்ணத் தயார் செய்பவர்"
"84276"	"கண்ணீரால் நிரம்பிய"
"84290"	"கேட்கப்பட்டது; அடைந்தது"
"84308"	"உட்கார்ந்திருக்கும்; எழும்புதல்"
"84310"	"எழுதுதல்; உயர்த்துதல்; மடி மடி எழுதி வைத்தல்"
"84314"	"தேவத்தின் ஆட்சியின் மெச்சுபடாத, "
"84315"	"தெய்வ ஆட்சியின் புகழ்; ஆத்ம பரம்பரையின் நன்னிலம்"
"84335"	"காண முடியாத, கண் காண்பதில் அசீமமான"
"84347"	"நான்காவது வாழும் நிலைகளைப் பற்றியது"
"84348"	"நான்காவது படிகளைக் கொண்ட"
"84384"	"ஏழு மாதங்களான, பன்னிறம் உள்ள, பசுமையான், வெள்ளை வடிவமுடைய, அழகான"
"84400"	"பிடிக்கப்படுத்தப்பட்ட; படுக்கவிடப்பட்ட; அந்நிலைக்கு வைத்துக்கொள்ளப்படுத்தப்பட்டது"
"84413"	"தேவைகளுக்காக கவனம் செலுத்துவது; பராமரிப்பு (செய்வது); காத்திருப்பதாக; அகர்மம் முறையாக காத்திருப்பது"
"84422"	"முழுமையாக நம்பியுள்ள; முழுமையாக ஈடுபட்ட; விளக்கம்: இறுதி செல்லுதல்"
"84436"	"விரும்பினான்; எதிர்கொண்டான்; மயங்கினான்; ஆசைப்படைந்தான் (க்கு)"
"84453"	"தேவாந்மணிகள்; சொர்க்கம் அலங்காரம்"
"84458"	"எடுத்து வரப்படுவது (இவற்); உணரப்படுவது (அனுசரித்து); உண்மையில் இங்கே கொண்டு வரப்படுவது"
"84462"	"சعادة  உடைய, மகிழ்ச்சி கொண்ட"
"84465"	"பணிப்பது; மதிப்பது; பூஜிப்பது (உடன்)"
"84468"	"எவ்வாறு ஒரு மனம் உள்ளது என்பதைப் பற்றிய உண்மை; எவ்வாறு ஒரு நோக்கம் உள்ளது என்பதைப் பற்றிய உண்மை; நிதானமாக, மனநிலை"
"84506"	"சுருக்க, உயர்வதில்லை, வரும் அற்ற, "
"84515"	"தட்டப்பட்ட; தொடர்பு கொள்ளப்பட்ட (மாலும்); நிகரான வகையிலான ஒன்றாக தட்டப்பட்ட"
"84519"	"கோபமுடன் இருக்கவில்லை; இசைத் தூண்டல் இல்லை; பகை மனைப்பது இல்லை; தெளிவாக, அருகில் பிணைக்கவில்லை"
"84535"	"அன்பான பெண் நண்பி"
"84571"	"இன்றுவரை"
"84588"	"வாழ்வின் உண்மை; விளக்கு. குடியிருப்பின் நிலை"
"84590"	"தனியாக வாழும், தனிமையில் இருக்கிறது, தனியே புறப்பாடு செய்கிறது"
"84611"	"புத்தனைச் சேவையாற்றிய யானையின் பெயர், தன்மாபடச்சிறுகதை."
"84645"	"பெண்ல் காவலன்; காவலர்; அலட்சியக்காரி"
"84648"	"பெண்கூழ், சுட்டவர், தீவிட்டு எரிமான்"
"84651"	"மனசாகசலனம் செய்; நின்று உலா; நடிச்சு யோசனை செய்யப்பட்டது"
"84672"	"முதலில் செல்லப்படாத, அடிக்கடி செல்லப்படாத, முந்தைய முறையில் செல்லப்படாத, நடைபயணிக்கப்பட்ட"
"84697"	"முயற்சியை வெளிப்படுத்துதல்; ஆற்றலை பயன்படுத்துதல்"
"84734"	"மதிப்புள்ள; மதிப்புடைய; உண்மையில் மதிப்புள்ள"
"84761"	"தீபங்கர புத்தர் பிறந்த நகரத்தின் பெயர்; வெளியில் சிறப்பம்சம் கொண்ட;"
"84792"	"ஒரு ஆறின் பெயர்; விளக்கம்: குறைவில்லாத, கீழே இல்லாத"
"84805"	"போகப்பட்ட"
"84840"	"எடுக்கப்பட்ட, உருவாக்கப்பட்ட; (ஒரு கருமுட்டை) கருதப்பட்ட; வெளிப்படையாக, பின்வாங்கியது"
"84885"	"மேலும், கூடுதலாக, நித்யமாக மேலே"
"84890"	"பூசிக்கூடிய, மரியாதை செய்பவர்கள், மதிக்கிற, "
"84944"	"பயிர்களைக் குறித்து உள்ளே நிறுத்தப்பட்டவை; கட்டு"
"84956"	"கீழே செல்பவர்; துளைக்கவும்; வழியை முறியடிக்கவும் (இல்); நேர்மறை துளைக்கவும்"
"84986"	"பெறுதல்; எடுத்துக்கொள்ளுதல்; அடிப்பது"
"85013"	"ஐம்பத்தெட்டு (58)"
"85016"	"இரண்டாம் சீடன்"
"85024"	"போயிருப்பதாக இருந்தது"
"85051"	"மிகவும் மேன்மை; பெரும் லாபம்"
"85085"	"கணிப்பு; நம்பிக்கை உள்ளமை; விளக்கமாக, பார்வை நிலை"
"85095"	"இருபது ஆயிரம் (20 000)"
"85096"	"அரஹத்தின் முக்கோணத்தில் இருக்கிற; எழுந்தவர்களுடன் கலந்து இருக்கிற"
"85130"	"பேதி; சுமக்கு; எடுப்பு; அடிக்கடி ஆதரிக்கப்படும் அளவு"
"85131"	"மாமிசம்கொல்லுவதற்கு, காடுவாழ்வதற்கு"
"85270"	"திரும்பிப்பெறுதல்; வீட்டுக்குகேள்வி"
"85273"	"நண்பர்கள் கொண்டு வருதல், மதிப்பிற்குரிய வரவேற்பு, அன்பான உபகாரங்கள், வாழ்வின் முறை"
"85284"	"பல்ச் செடி, ப்ரீம்மா செரட்டிபோலியா"
"85298"	"இறுதியில் காணாமல் போகம்; தவறுகள்; குற்றங்கள்; அக்ஷாங்கம் தோல்வி"
"85323"	"ஊழியமான; உரிமையுடைய; அச்சம் இல்லை என்றது, எல்லாந் தட்டுமழும்பைச் சுற்றி கையெடுத்தல்"
"85363"	"இலக்கியமுள்ள பிக்ஷு; உரைநூல்களை நினைவில் கொள்ளும்; வெப். கட்டப்பட்டவை தொடர்பான"
"85379"	"பறவையின் (பங்குகள்) நிறுவனமானது; அடித்தல்; விளக்கமாக, முன்னேற்றம் செய்யப்படுகிறது"
"85451"	"அழிந்து செல்லுதல்; மங்கலிடம்; ஒளி குறைவு"
"85494"	"பூம்பட, ஆளைச் சொல்பவர்; வாய் "
"85496"	"நேர்மையான உள்ளம், நேர்மையான மனம், நேர்மையாக உள்ளம்"
"85499"	"முர்முரிக்கும்; சாற்றும் (இல்)"
